,tweet_id,text,favorite_count,retweet_count,created_at
288,1485381261434753029,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:37:44 +0000 2022
289,1485381102281936897,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:37:06 +0000 2022
290,1485380841245233152,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:36:04 +0000 2022
291,1485379790245089280,"RT : Needles can be scary for many of us, and with most children now eligible for their COVID-19 vaccine, parents may be unsur…",0,16,Sun Jan 23 22:31:53 +0000 2022
292,1485379496505225234,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:30:43 +0000 2022
293,1485379424551772161,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:30:26 +0000 2022
294,1485379413600575490,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…",0,19,Sun Jan 23 22:30:23 +0000 2022
295,1485379000616820742,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:28:45 +0000 2022
296,1485378076338884608,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:25:05 +0000 2022
297,1485377734943678468,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:23:43 +0000 2022
298,1485376460747649029,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:18:39 +0000 2022
299,1485376325074370561,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:18:07 +0000 2022
300,1485375926418513922,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:16:32 +0000 2022
301,1485375706540425216,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:15:40 +0000 2022
302,1485375357922340864,"RT : One in four Canadians aged 18 and older experienced symptoms consistent with depression, anxiety or post-traumatic stress…",0,13,Sun Jan 23 22:14:16 +0000 2022
303,1485375306772975618,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:14:04 +0000 2022
304,1485375254843334660,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:13:52 +0000 2022
305,1485375184488083460,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:13:35 +0000 2022
306,1485375118578950144,"RT : Needles can be scary for many of us, and with most children now eligible for their COVID-19 vaccine, parents may be unsur…",0,16,Sun Jan 23 22:13:19 +0000 2022
307,1485374853628715021,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…",0,19,Sun Jan 23 22:12:16 +0000 2022
308,1485374569519230979,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:11:08 +0000 2022
309,1485374538204561413,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 22:11:01 +0000 2022
310,1485374321073831936,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:10:09 +0000 2022
311,1485374100277284876,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:09:17 +0000 2022
312,1485373268479692802,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:05:58 +0000 2022
313,1485373161432571909,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:05:33 +0000 2022
314,1485373160249692161,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:05:32 +0000 2022
315,1485373146874191872,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:05:29 +0000 2022
316,1485373005568094210,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:04:56 +0000 2022
317,1485372747329032195,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:03:54 +0000 2022
318,1485372711014748166,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:03:45 +0000 2022
319,1485372669964873733,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,0,50,Sun Jan 23 22:03:36 +0000 2022
320,1485372520278773765,Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/x13H9HRVgN,137,50,Sun Jan 23 22:03:00 +0000 2022
321,1485372157622374405,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 22:01:33 +0000 2022
322,1485370946412240899,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…",0,19,Sun Jan 23 21:56:45 +0000 2022
323,1485368599099240452,"""Research in the Lancet, a medical journal, suggests that the pandemic caused almost 130m new cases of depression a… https://t.co/WKli9Gcr4N",6,0,Sun Jan 23 21:47:25 +0000 2022
324,1485366514693910533,"It is very easy to become frustrated, anxious and worried about the outcome of Covid-19, and all it has changed.
In… https://t.co/1eOtd5wro1",1,0,Sun Jan 23 21:39:08 +0000 2022
325,1485366243200753667,"Crisis Text Line:
US: 741741
CA: 741741
UK: 85258
Ireland: 50808

Text HOME to connect with a crisis counselor anyt… https://t.co/oNrXHUG0JZ",1,0,Sun Jan 23 21:38:03 +0000 2022
326,1485364221080571904,"The pandemic has impacted our lives for nearly two years. Dr. Justin Ross, UCHealth licensed clinical psychologist… https://t.co/jP3t4ZahUu",0,0,Sun Jan 23 21:30:01 +0000 2022
327,1485362425813737473,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 21:22:53 +0000 2022
328,1485358354583203841,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 21:06:43 +0000 2022
329,1485357917670940681,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…",0,19,Sun Jan 23 21:04:58 +0000 2022
330,1485356952284807174,"Even with the recent Omicron-fueled surge of coronavirus cases, family travel is rebounding in a big way in the U.S… https://t.co/XR5nJSudQi",0,0,Sun Jan 23 21:01:08 +0000 2022
331,1485356603272400898,"#COVID 19: Like it or not, affects every aspect of our lives 

It comes with fear and anxiety over many things; lov… https://t.co/xjTdGFYLDF",0,0,Sun Jan 23 20:59:45 +0000 2022
332,1485356060856705027,"Covid 19 and the rest of the avengers really fucked things up.. I was suppose to start some good shit in 2020, but… https://t.co/l3myFoxszm",0,0,Sun Jan 23 20:57:36 +0000 2022
333,1485353123594096644,"RT : Working in #education right now can create a lot of #anxiety. If you’re looking for supports, visit the  #carefora…",0,2,Sun Jan 23 20:45:55 +0000 2022
334,1485349035032686592,They were given 6 times the appropriate dose. And in the same breath they say: “We know this type of incident can c… https://t.co/tjgudYPtUa,0,0,Sun Jan 23 20:29:41 +0000 2022
335,1485346461474828290,"Working in #education right now can create a lot of #anxiety. If you’re looking for supports, visit the … https://t.co/kyaIaTLRol",0,0,Sun Jan 23 20:19:27 +0000 2022
336,1485346159090618376,"Working in #education right now can create a lot of #anxiety. If you’re looking for supports, visit the … https://t.co/bbyQw4VAHL",0,2,Sun Jan 23 20:18:15 +0000 2022
337,1485343474727768065,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 20:07:35 +0000 2022
338,1485339901453570048,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/t6X0X7moB7,0,21,Sun Jan 23 19:53:23 +0000 2022
339,1485331778105589760,"RT : One in four Canadians aged 18 and older experienced symptoms consistent with depression, anxiety or post-traumatic stress…",0,13,Sun Jan 23 19:21:06 +0000 2022
340,1485331580348416013,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 19:20:19 +0000 2022
341,1485330710261022723,"About 2% of Americans have #OCD, an often disabling condition that worsens in the face of stress and uncertainty.… https://t.co/HFTUSVRDOs",5,1,Sun Jan 23 19:16:52 +0000 2022
342,1485322420554715143,"RT : I'm very flattered my column about trying to get my parents Covid-19 treatment, when they recently got sick, was in …",0,1,Sun Jan 23 18:43:55 +0000 2022
343,1485322066924507136,"I'm very flattered my column about trying to get my parents Covid-19 treatment, when they recently got sick, was in… https://t.co/czsdPVuDWK",6,1,Sun Jan 23 18:42:31 +0000 2022
344,1485314796484505612,2 years of COVID-19: Here's why that social anxiety you're feeling is normal https://t.co/1E3hRNOsNE,0,0,Sun Jan 23 18:13:37 +0000 2022
345,1485313008184274950,"Even with the recent Omicron-fueled surge of coronavirus cases, family travel is rebounding in a big way in the U.S… https://t.co/MpS7H7emgI",0,0,Sun Jan 23 18:06:31 +0000 2022
346,1485309492044701698,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 17:52:33 +0000 2022
347,1485309357223038978,RT : The COVID-19 pandemic has made life tough for everyone including those with obsessive compulsive disorder and new research…,0,4,Sun Jan 23 17:52:01 +0000 2022
348,1485308992372936708,Covid-19 anxiety changing commuter travel habits https://t.co/LReE2y6Wuq #Taxi #Chauffeur #Malta https://t.co/7161RZPIb2,0,1,Sun Jan 23 17:50:34 +0000 2022
349,1485307539440881670,RT : 95%  of Covid-19  hospitalized  patients have underlying conditions. I can attest and in no way diminish seriousness of…,0,2,Sun Jan 23 17:44:47 +0000 2022
350,1485305291390566408, “We know this type of incident can cause anxiety for many people. Rest assured COVID-19 vaccines are… https://t.co/vkrOxFikT2,0,0,Sun Jan 23 17:35:51 +0000 2022
351,1485303845806919681,"Using "" #TerrorManagementTheory (TMT)...a ... experiment examined the interaction effects of pre-existing death anx… https://t.co/bsWx32hXBC",3,0,Sun Jan 23 17:30:07 +0000 2022
352,1485297815530385408,RT : Those who developed COVID-19 had a two times greater risk for developing a mood or anxiety disorder for the very first…,0,10,Sun Jan 23 17:06:09 +0000 2022
353,1485292299915513865,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 16:44:14 +0000 2022
354,1485291384525721603,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 16:40:36 +0000 2022
355,1485289355379982336,"RT : A recent University of Calgary study looking at data from more than 80,000 youth around the world found depression and anxiety sy…",0,7,Sun Jan 23 16:32:32 +0000 2022
356,1485286984801214469,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 16:23:07 +0000 2022
357,1485286684262469633,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/t6X0X7moB7,0,21,Sun Jan 23 16:21:55 +0000 2022
358,1485284091780075527,with the situation still not fully resolved and things not fully restored (dont think it will ever be) think mental… https://t.co/YvIKE8UuRo,0,0,Sun Jan 23 16:11:37 +0000 2022
359,1485283538299723779,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 16:09:25 +0000 2022
360,1485282594275086337,"RT : Flying can be extremely anxiety-inducing for people, especially with so many uncertainties caused by the COVID-19 pandemic…",0,3,Sun Jan 23 16:05:40 +0000 2022
361,1485281457300029447,"RT : Flying can be extremely anxiety-inducing for people, especially with so many uncertainties caused by the COVID-19 pandemic…",0,3,Sun Jan 23 16:01:09 +0000 2022
362,1485281378765873152,"Flying can be extremely anxiety-inducing for people, especially with so many uncertainties caused by the COVID-19 p… https://t.co/55JRCVlA9i",6,3,Sun Jan 23 16:00:50 +0000 2022
363,1485281205700419590,"Crisis Text Line:
US: 741741
CA: 741741
UK: 85258
Ireland: 50808

Text HOME to connect with a crisis counselor anyt… https://t.co/f2UOhlCKBP",1,0,Sun Jan 23 16:00:09 +0000 2022
364,1485278399828529154,"Not the best way to wake up. Just found out. 
#Bulimia #BodyDysmorphia #Anxiety #Stress #Depression #Boundaries… https://t.co/ldsHcYiR64",0,0,Sun Jan 23 15:49:00 +0000 2022
365,1485275779034492932,       “COVID 19 anxiety” is so disres… https://t.co/ocqvqlfD5W,5,0,Sun Jan 23 15:38:35 +0000 2022
366,1485274541651894274,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…",0,19,Sun Jan 23 15:33:40 +0000 2022
367,1485273702707216384,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/t6X0X7moB7,0,21,Sun Jan 23 15:30:20 +0000 2022
368,1485273098190405634,Someone in my close family just told me that the way we get past Covid-19 is to accept that it’s here to stay. She… https://t.co/2oOq75H3wp,7,0,Sun Jan 23 15:27:56 +0000 2022
369,1485272625677058051,RT : I am glad I didn't let my Covid-19 anxiety stop me from making this trip. I’ve had so much fun learning about this country…,0,1,Sun Jan 23 15:26:03 +0000 2022
370,1485272106883497997,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 15:23:59 +0000 2022
371,1485271276562395144,I am glad I didn't let my Covid-19 anxiety stop me from making this trip. I’ve had so much fun learning about this… https://t.co/dhYql4FgCz,7,1,Sun Jan 23 15:20:41 +0000 2022
372,1485270576126205963,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/t6X0X7moB7,0,21,Sun Jan 23 15:17:54 +0000 2022
373,1485270494601437188,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 15:17:35 +0000 2022
374,1485268267623194631,"RT : One in four Canadians aged 18 and older experienced symptoms consistent with depression, anxiety or post-traumatic stress…",0,13,Sun Jan 23 15:08:44 +0000 2022
375,1485266927912116228,"RT : One in four Canadians aged 18 and older experienced symptoms consistent with depression, anxiety or post-traumatic stress…",0,13,Sun Jan 23 15:03:25 +0000 2022
376,1485266144793698308,"One in four Canadians aged 18 and older experienced symptoms consistent with depression, anxiety or post-traumatic… https://t.co/eVBjwHS6Pj",17,13,Sun Jan 23 15:00:18 +0000 2022
377,1485266086811607040,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 15:00:04 +0000 2022
378,1485262614712266756,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 14:46:16 +0000 2022
379,1485261970739802115,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 14:43:43 +0000 2022
380,1485255044152836099,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…",0,19,Sun Jan 23 14:16:11 +0000 2022
381,1485251387189514241,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 14:01:39 +0000 2022
382,1485251310379319304,"The COVID-19 pandemic has caused many emotions and anxiety is one of them, for tips on how you can help manage your… https://t.co/FuFEc5LSCp",1,0,Sun Jan 23 14:01:21 +0000 2022
383,1485251231912439809,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…",0,19,Sun Jan 23 14:01:02 +0000 2022
384,1485251191344934914,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 14:00:53 +0000 2022
385,1485251046687612928,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 14:00:18 +0000 2022
386,1485247065630380038,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/t6X0X7moB7,0,21,Sun Jan 23 13:44:29 +0000 2022
387,1485244752014553089,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…",0,19,Sun Jan 23 13:35:18 +0000 2022
388,1485243773625978887,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…",0,19,Sun Jan 23 13:31:24 +0000 2022
389,1485241253738553355,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/t6X0X7moB7,0,21,Sun Jan 23 13:21:23 +0000 2022
390,1485239538196832261,"  Evening. Health Minister Dr. Paahla, giving the country a heads-up that we can expect… https://t.co/S9yefVuYCb",0,0,Sun Jan 23 13:14:34 +0000 2022
391,1485239462951018498,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…",0,19,Sun Jan 23 13:14:17 +0000 2022
392,1485238871113691136,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/t6X0X7moB7,0,21,Sun Jan 23 13:11:55 +0000 2022
393,1485233843955453953,"RT :   Or the disruption from students themselves, have they factored the fear and anxiety of children who d…",0,2,Sun Jan 23 12:51:57 +0000 2022
394,1485233713504206849,"RT :   Or the disruption from students themselves, have they factored the fear and anxiety of children who d…",0,2,Sun Jan 23 12:51:26 +0000 2022
395,1485229823853219844,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/t6X0X7moB7,0,21,Sun Jan 23 12:35:58 +0000 2022
396,1485227344734433284,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/t6X0X7moB7,0,21,Sun Jan 23 12:26:07 +0000 2022
397,1485226533186904066,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/t6X0X7moB7,0,21,Sun Jan 23 12:22:54 +0000 2022
398,1485224996406534153,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/t6X0X7moB7,0,21,Sun Jan 23 12:16:47 +0000 2022
399,1485224967872593923,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 12:16:41 +0000 2022
400,1485223294781763585,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/t6X0X7moB7,0,21,Sun Jan 23 12:10:02 +0000 2022
401,1485222466855354370,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/t6X0X7moB7,0,21,Sun Jan 23 12:06:44 +0000 2022
402,1485221526198792193,Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/t6X0X7moB7,65,21,Sun Jan 23 12:03:00 +0000 2022
403,1485218951911120897,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 11:52:46 +0000 2022
404,1485215653271420931,"RT : More than 20 people received an undiluted dose of rona vaxx:
Response:”we know this can cause anxiety in many people but…",0,7,Sun Jan 23 11:39:40 +0000 2022
405,1485215427852746764,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 11:38:46 +0000 2022
406,1485215084658012160,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…",0,19,Sun Jan 23 11:37:24 +0000 2022
407,1485210017800331271,RT : Meditation and cardiovascular risk?   well plausible benefit but clinical trials needed... Me…,0,27,Sun Jan 23 11:17:16 +0000 2022
408,1485207464962310154,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…",0,19,Sun Jan 23 11:07:08 +0000 2022
409,1485205573650030597,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 10:59:37 +0000 2022
410,1485201671139598337,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 10:44:06 +0000 2022
411,1485199650374262789,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…",0,19,Sun Jan 23 10:36:04 +0000 2022
412,1485199100018663427,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…",0,19,Sun Jan 23 10:33:53 +0000 2022
413,1485199078095044611,"If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how… https://t.co/FgltTYwFHt",32,19,Sun Jan 23 10:33:48 +0000 2022
414,1485195675998597122,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 10:20:17 +0000 2022
415,1485193571674193923,"RT : The social distancing due to COVID has created SAD SOCIAL ANXIETY DISORDER  among children. 
PLEASE make sure to not disco…",0,1,Sun Jan 23 10:11:55 +0000 2022
416,1485192474117419011,"The social distancing due to COVID has created SAD SOCIAL ANXIETY DISORDER  among children. 
PLEASE make sure to no… https://t.co/UuNryMT6yI",6,1,Sun Jan 23 10:07:34 +0000 2022
417,1485191556923822086,"RT :  😂☺️thanks 🙏🏽

Pls check out my other videos &amp; pls do share them to empower others.
1/ Home Medical Man…",0,1,Sun Jan 23 10:03:55 +0000 2022
418,1485176311857713156,RT : Re-entry anxiety: When you haven't touched your partner for two years because you were more worried about Covid-19 than y…,0,8,Sun Jan 23 09:03:20 +0000 2022
419,1485163900458913795,RT : Ways to keep anxiety and sadness from creeping in while you recover from COVID-19: https://t.co/xzL0kmDWLL,0,11,Sun Jan 23 08:14:01 +0000 2022
420,1485161050626572290,"MarketWatch: It’s not just an infection that COVID-19 vaccines can protect you from.

https://t.co/OzU9dQ887H : https://t.co/7sIjFYYTcp",0,0,Sun Jan 23 08:02:42 +0000 2022
421,1485160369794555904,"🇲🇽 Pulmonary 🔴☣ fibrosis, hypertension, fatigue, headache, anxiety and memory loss, among other conditions are some… https://t.co/xNDJeC52zt",0,0,Sun Jan 23 07:59:59 +0000 2022
422,1485152725457375233,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 07:29:37 +0000 2022
423,1485150574924517377,"Xenophobia thing, 

To say that foreigners r drivers of economic hardships in domestic economies is ignis fatuus.… https://t.co/NVWjrKN1cw",0,0,Sun Jan 23 07:21:04 +0000 2022
424,1485141144023572481,Living through the COVID-19 pandemic has had a severe impact on people’s mental health and well-being. Restricted m… https://t.co/RAZ1ksqlJ8,0,0,Sun Jan 23 06:43:35 +0000 2022
425,1485122819772272640,"RT : If #Covid-19 stress is making you browse through online shopping portals more than before, don't fret. It may be helping…",0,1,Sun Jan 23 05:30:47 +0000 2022
426,1485113575576596482,"Ptsd, social anxiety. Just few things covid 19 brought last year. I dunno what's in it for this year but all I know… https://t.co/4ZfVCNtIm5",0,0,Sun Jan 23 04:54:03 +0000 2022
427,1485110309488525312,"RT : A recent University of Calgary study looking at data from more than 80,000 youth around the world found depression and anxiet…",0,17,Sun Jan 23 04:41:04 +0000 2022
428,1485104619021819908,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 04:18:27 +0000 2022
429,1485104600801845248,"RT : 1/2 
ONS revealing that the no of actual deaths FROM Covid over 19 months was only 17k and not the 150k+ the media screech,…",0,3,Sun Jan 23 04:18:23 +0000 2022
430,1485104422900445187,RT : Re-entry anxiety: When you haven't touched your partner for two years because you were more worried about Covid-19 than y…,0,8,Sun Jan 23 04:17:40 +0000 2022
431,1485102243670077440,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 04:09:01 +0000 2022
432,1485101482378768387,"RT : Undoubtedly, COVID-19 has made the stresses of running your own business even more mentally and emotionally taxing. This …",0,1,Sun Jan 23 04:05:59 +0000 2022
433,1485098880266088448,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 03:55:39 +0000 2022
434,1485098598920556549,"RT : More than 20 people received an undiluted dose of rona vaxx:
Response:”we know this can cause anxiety in many people but…",0,7,Sun Jan 23 03:54:32 +0000 2022
435,1485097631764422660,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 03:50:41 +0000 2022
436,1485094853440684032,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 03:39:39 +0000 2022
437,1485091571360231424, Free Women NGO counselling for anyone anywhere who has needle anxiety. We can help you get vaccinated. Ano… https://t.co/ceInWhZ7dx,1,0,Sun Jan 23 03:26:36 +0000 2022
438,1485088587377000451,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 03:14:45 +0000 2022
439,1485087517682589700,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 03:10:30 +0000 2022
440,1485086779153735681,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 03:07:34 +0000 2022
441,1485086521795530753,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 03:06:33 +0000 2022
442,1485085762198683649,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 03:03:31 +0000 2022
443,1485084773286567937,"RT : More than 20 people received an undiluted dose of rona vaxx:
Response:”we know this can cause anxiety in many people but…",0,7,Sun Jan 23 02:59:36 +0000 2022
444,1485084255541727233,  Absolutely! Weiss whined about how two-years of precautions against COVID-19 should end-in… https://t.co/JWSOQKJBlC,1,0,Sun Jan 23 02:57:32 +0000 2022
445,1485083712312299524,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 02:55:23 +0000 2022
446,1485083474566557696,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 02:54:26 +0000 2022
447,1485083333579182080,"RT : So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from  on W…",0,46,Sun Jan 23 02:53:52 +0000 2022
448,1485082991923716100,"So.... news broke, at 7 pm on a Saturday, that  has done an about-face. In spite of hearing from… https://t.co/3omplMmQve",170,46,Sun Jan 23 02:52:31 +0000 2022
449,1485081124661612551,"RT : More than 20 people received an undiluted dose of rona vaxx:
Response:”we know this can cause anxiety in many people but…",0,7,Sun Jan 23 02:45:06 +0000 2022
450,1485080159833186313,New Short Communication: Is there a higher prevalence of mood and anxiety disorders among pregnant women during the… https://t.co/5kTYsCNKts,0,0,Sun Jan 23 02:41:16 +0000 2022
451,1485079972624617473,   Hmmfff.  A new medical condition has been defined: “COVID-19 anxiety”.,3,0,Sun Jan 23 02:40:31 +0000 2022
